model,horizon,n,QLIKE,MSE,MAE,R2_oos,mean_y,mean_y_hat,bias
"GARCH(1,1)",1,4002,0.06934434934945789,0.0009622644236437319,0.010013362078645794,-69.49226219948719,0.021367795637523168,0.030276364590843503,0.00890856895332033
"GARCH(1,1)",2,4002,0.07201689516917788,0.0009719288744807036,0.010063562799185858,-21.43341159308344,0.02137206144474627,0.030233998456798996,0.008861937012052734
"GARCH(1,1)",3,4002,0.07628173165174879,0.0009891610179349117,0.01015072283716896,-10.291393847193067,0.021376386769383093,0.03018476861705769,0.008808381847674601
"GARCH(1,1)",4,4002,0.08170024400208661,0.0010091082201632733,0.010272033944512798,-6.05699723246827,0.02138102588577273,0.030129089905438174,0.008748064019665446
"GARCH(1,1)",5,4002,0.08827252071064116,0.0010322232973967024,0.010482471577538866,-3.959777811566356,0.021385375378922766,0.030066990307748395,0.008681614928825632
"GARCH(1,1)",6,4002,0.09591005900202876,0.0010582092084656122,0.01075151522459052,-2.7692581984564684,0.021389760099417697,0.0299995734699823,0.008609813370564602
"GARCH(1,1)",7,4002,0.10471641533068275,0.0010883997807782022,0.011069773068369752,-2.0157167308529185,0.021394006228729424,0.029926677631454658,0.008532671402725229
"GARCH(1,1)",8,4002,0.11454577074291782,0.0011244952813890122,0.01138598259538573,-1.5121616319867428,0.021397853994668672,0.029849118672520363,0.008451264677851691
"GARCH(1,1)",9,4002,0.12511259077507395,0.0011650747849808382,0.011735870816000912,-1.159502209078068,0.02140159636943254,0.02976654903474289,0.008364952665310359
"GARCH(1,1)",10,4002,0.13653997807090346,0.0012082360757894916,0.012148523530142605,-0.8994448607654781,0.02140530456806093,0.02968007509700351,0.008274770528942575
"GARCH(1,1)",11,4002,0.14901639773109385,0.0012494893800154676,0.012580305411872477,-0.6955312708980828,0.021409069319902004,0.029589987874794693,0.008180918554892691
"GARCH(1,1)",12,4002,0.16219786908474937,0.0012910234596371134,0.013017025988834583,-0.5354335725595045,0.0214125109150016,0.029495713996708216,0.00808320308170661
"GARCH(1,1)",13,4002,0.17618733525458513,0.001331985258639537,0.013475066425123404,-0.40705903286662126,0.0214150405467521,0.029398739757355328,0.007983699210603228
"GARCH(1,1)",14,4002,0.19095184105090757,0.0013683327572820959,0.013926151341082394,-0.29795715949814094,0.021417275035361102,0.029298786770370757,0.007881511735009656
"GARCH(1,1)",15,4002,0.2073096926878696,0.0014096467102058972,0.014403612346268652,-0.212708850056333,0.021419195189878032,0.0291963702806017,0.00777717509072367
"GARCH(1,1)",16,4002,0.22495962416162713,0.0014528278015233291,0.01485770386938341,-0.14368101977978442,0.021420750635893614,0.029091608368097082,0.007670857732203469
"GARCH(1,1)",17,4002,0.24328163686120313,0.0014985854718163802,0.015342817812755349,-0.08818293473193473,0.0214206983223828,0.02898403842226259,0.007563340099879791
"GARCH(1,1)",18,4002,0.2620449221113127,0.0015500384413939384,0.015834401044554077,-0.04546023789875364,0.02141978192504687,0.028874364074557627,0.007454582149510759
"GARCH(1,1)",19,4002,0.28105620675781867,0.0015981009540477834,0.016327506870039997,-0.00858129185292933,0.021418202295659876,0.02876230556770703,0.007344103272047154
"GARCH(1,1)",20,4002,0.29964553509239844,0.0016480614720221457,0.016862213348405417,0.020275835754307137,0.021416303175825987,0.028648489765416205,0.00723218658959022
"GARCH(1,1)",21,4002,0.31832357519044235,0.0017087174921412722,0.017366923669790407,0.03665000702676835,0.021414174476880977,0.028533180662757614,0.007119006185876639
"GARCH(1,1)",22,4002,0.3365030439179565,0.0017732560629313762,0.01786990348415569,0.04588372206768698,0.02141204946525192,0.0284168855458202,0.00700483608056828
HAR,1,4002,0.003270102493786352,8.620024687367507e-06,0.0009628162396712022,0.3685259212566119,0.021367795637523168,0.021245985718175413,-0.00012180991934775717
HAR,2,4002,0.00855483527276958,2.617266835729824e-05,0.0017166349733886478,0.3958999910747075,0.02137206144474627,0.021080109036113837,-0.00029195240863242445
HAR,3,4002,0.015816432453698778,5.44956307274882e-05,0.002474933680353045,0.3779257185246705,0.021376386769383093,0.020879444711049716,-0.0004969420583333713
HAR,4,4002,0.024491808144070634,9.145599958212826e-05,0.0032113827672716165,0.36042069319455927,0.02138102588577273,0.020654172085914205,-0.0007268537998585239
HAR,5,4002,0.034846258589592935,0.00013686122041339365,0.003927497293268496,0.34238914585419744,0.021385375378922766,0.020399166811100405,-0.0009862085678223596
HAR,6,4002,0.04674026885989981,0.00018919759046896612,0.004636865608353917,0.32609302272336627,0.021389760099417697,0.020123432946707705,-0.0012663271527099914
HAR,7,4002,0.059810043398591174,0.0002499048358959473,0.005322757125177455,0.30756859010610094,0.021394006228729424,0.01983770107135398,-0.0015563051573754447
HAR,8,4002,0.07370872319064252,0.0003180417786437404,0.005982495866104724,0.2894835870803216,0.021397853994668672,0.019549784884718813,-0.0018480691099498625
HAR,9,4002,0.08899924871550183,0.00039146864154456266,0.006593227059817007,0.2744007448292882,0.02140159636943254,0.019251470672894462,-0.0021501256965380734
HAR,10,4002,0.10528444009420787,0.0004682900932410895,0.007163732213594331,0.26381008746741963,0.02140530456806093,0.018952657678236246,-0.0024526468898246863
HAR,11,4002,0.12258959398844027,0.0005483135222719809,0.007716452426639976,0.25594987989661233,0.021409069319902004,0.018650909913112,-0.002758159406790004
HAR,12,4002,0.14081756560552258,0.0006302361921417574,0.008221498144300714,0.25045063989114624,0.0214125109150016,0.01835084502961813,-0.003061665885383478
HAR,13,4002,0.15926538788859915,0.0007096992478729995,0.008681111706865684,0.250300458761616,0.0214150405467521,0.018065295362357715,-0.003349745184394386
HAR,14,4002,0.17894706479219,0.0007901870269706796,0.009124789525008687,0.250453587739623,0.021417275035361102,0.017787290469945108,-0.0036299845654159954
HAR,15,4002,0.20003954428389292,0.000869550167535248,0.009547469960682925,0.25193229189749444,0.021419195189878032,0.01751779588028992,-0.0039013993095881115
HAR,16,4002,0.22230578558911657,0.0009461628561757169,0.009922276405087659,0.2551708474368556,0.021420750635893614,0.01725880121121933,-0.004161949424674281
HAR,17,4002,0.24576884878325117,0.001018942531190059,0.010266218659693143,0.26010501585227985,0.0214206983223828,0.01700628221112105,-0.004414416111261754
HAR,18,4002,0.27041646165133787,0.0010901729088260365,0.01058533748909667,0.2647069916620318,0.02141978192504687,0.016768670322134742,-0.004651111602912127
HAR,19,4002,0.29744862728447696,0.001147905554352034,0.010927563039740082,0.2755425969798211,0.021418202295659876,0.01650881411096867,-0.004909388184691203
HAR,20,4002,0.32669304248245734,0.0011924734524300306,0.0112887703276254,0.2911095390551738,0.021416303175825987,0.01621606703864602,-0.005200236137179962
HAR,21,4002,0.35691776784148405,0.0012317918179532768,0.011640337558427968,0.3055337440932192,0.021414174476880977,0.015917231376571642,-0.005496943100309333
HAR,22,4002,0.38761649197117626,0.0012706558640038605,0.011945475141575,0.3163122524492685,0.02141204946525192,0.015633900290383827,-0.005778149174868093
LSTM,1,4002,0.1831353564408994,0.0011496241709168667,0.007817515152196381,-83.21760848257641,0.021367795637523168,0.01616319697467212,-0.005204598662851049
LSTM,2,4002,0.1339088806189186,0.0010853113636456087,0.007992326715498304,-24.050430300592925,0.02137206144474627,0.01598821445281342,-0.005383846991932844
LSTM,3,4002,0.14746463962172993,0.0011022907501119735,0.008058841301937113,-11.582783558956585,0.021376386769383093,0.01650283694719512,-0.004873549822187969
LSTM,4,4002,0.1381366285391263,0.001077954733357033,0.008105184205589294,-6.538461602062684,0.02138102588577273,0.016129790302919087,-0.0052512355828536385
LSTM,5,4002,0.18233445055711678,0.0011406271661602851,0.008460639335106391,-4.4806526109799725,0.021385375378922766,0.015970216934061126,-0.0054151584448616395
LSTM,6,4002,0.18305378472937942,0.001127348640792928,0.008651929732895369,-3.015527433359682,0.021389760099417697,0.015646749330667568,-0.0057430107687501284
LSTM,7,4002,0.20782409281144315,0.0011610645196408443,0.009104151476118243,-2.217054761787146,0.021394006228729424,0.015442801445660374,-0.005951204783069053
LSTM,8,4002,0.1978671079717515,0.0011466407409696923,0.008909430692310214,-1.5616353601579966,0.021397853994668672,0.01626413942863781,-0.005133714566030863
LSTM,9,4002,0.2264396586590179,0.0011484281080615614,0.009205414719406765,-1.1286470776784312,0.02140159636943254,0.015482632093920515,-0.005918964275512019
LSTM,10,4002,0.25436681180589293,0.0012054849759905977,0.009421021055754653,-0.8951199093100703,0.02140530456806093,0.015334817708670795,-0.006070486859390141
LSTM,11,4002,0.23521675973456868,0.0011931626797375661,0.009680321077377891,-0.6190971024808183,0.021409069319902004,0.016045988306225323,-0.005363081013676678
LSTM,12,4002,0.31853319707531796,0.0012480989567579387,0.01067258801705532,-0.48438281719628473,0.0214125109150016,0.015292911512854657,-0.006119599402146948
LSTM,13,4002,0.3209680892233018,0.0012467256320833964,0.010600528945724011,-0.31699397628545256,0.0214150405467521,0.01533136274554141,-0.006083677801210689
LSTM,14,4002,0.3102339557545126,0.001216351359207401,0.010804029515874416,-0.15379241397716625,0.021417275035361102,0.015782990850054978,-0.005634284185306125
LSTM,15,4002,0.30217056542723536,0.0012249524883883442,0.011067577962624989,-0.053817749377852664,0.021419195189878032,0.016627303968243808,-0.004791891221634225
LSTM,16,4002,0.38173972231473424,0.0012936962608753352,0.011451049743581245,-0.018411030799260653,0.021420750635893614,0.015288890472514747,-0.006131860163378865
LSTM,17,4002,0.453111760752304,0.0013227316922762348,0.011533175902258698,0.039511538157727344,0.0214206983223828,0.015930584394389682,-0.005490113927993121
LSTM,18,4002,0.3647134646297516,0.0013007819509214106,0.012340761060889329,0.12265672157024687,0.02141978192504687,0.016801470626342848,-0.004618311298704021
LSTM,19,4002,0.3897189310306903,0.0013194718570608442,0.011648211180389202,0.1672649798579502,0.021418202295659876,0.015735610130494584,-0.0056825921651652905
LSTM,20,4002,0.5377810262069129,0.0013832419307435399,0.012476585347250598,0.17770327894110083,0.021416303175825987,0.014530737397034796,-0.0068855657787911875
LSTM,21,4002,0.4808645988658359,0.0013729414883230306,0.012259041861863426,0.22595561922222152,0.021414174476880977,0.014578447947322366,-0.006835726529558607
LSTM,22,4002,0.4987964403676861,0.001375766461945436,0.012601618867844345,0.2597565555165482,0.02141204946525192,0.015470174367065045,-0.005941875098186875
RW,1,4002,0.003797704547313711,1.3650639000924729e-05,0.001098903387043088,0.0,0.021367795637523168,0.021363520864901186,-4.274772621984548e-06
RW,2,4002,0.010306576796548705,4.332505871645327e-05,0.002001905731743486,0.0,0.02137206144474627,0.021363520864901186,-8.540579845080314e-06
RW,3,4002,0.019102182891872155,8.760309234814334e-05,0.002858226287520097,0.0,0.021376386769383093,0.021363520864901186,-1.2865904481905274e-05
RW,4,4002,0.029584322906535603,0.00014299399403481494,0.0036812423108415295,0.0,0.02138102588577273,0.021363520864901186,-1.750502087154306e-05
RW,5,4002,0.041875771793027455,0.00020811885866933908,0.004473916948571153,0.0,0.021385375378922766,0.021363520864901186,-2.1854514021580804e-05
RW,6,4002,0.055695388422621145,0.0002807473387997019,0.005256969029017382,0.0,0.021389760099417697,0.021363520864901186,-2.6239234516511764e-05
RW,7,4002,0.07076219262893649,0.0003609091562357636,0.006022417703140936,0.0,0.021394006228729424,0.021363520864901186,-3.0485363828241325e-05
RW,8,4002,0.08689733803892363,0.00044762059378309396,0.0067681209982698495,0.0,0.021397853994668672,0.021363520864901186,-3.433312976748835e-05
RW,9,4002,0.1043360507271415,0.0005395108095204175,0.007498428695446175,0.0,0.02140159636943254,0.021363520864901186,-3.8075504531349076e-05
RW,10,4002,0.12286935829743514,0.0006360995787487989,0.008202729511406194,0.0,0.02140530456806093,0.021363520864901186,-4.178370315974884e-05
RW,11,4002,0.14256168249523837,0.0007369308968000588,0.008886209368571573,0.0,0.021409069319902004,0.021363520864901186,-4.5548455000817105e-05
RW,12,4002,0.1633595797129791,0.0008408201323128753,0.009555163380057675,0.0,0.0214125109150016,0.021363520864901186,-4.899005010041987e-05
RW,13,4002,0.18497045868243106,0.0009466449008367934,0.0102026430797428,0.0,0.0214150405467521,0.021363520864901186,-5.151968185091427e-05
RW,14,4002,0.2077962438895559,0.0010542202778180798,0.010826951275971317,0.0,0.021417275035361102,0.021363520864901186,-5.375417045991696e-05
RW,15,4002,0.23192339465557005,0.001162395005314273,0.011422648456109396,0.0,0.021419195189878032,0.021363520864901186,-5.567432497684663e-05
RW,16,4002,0.2571556812141926,0.001270308570656415,0.01199103172205165,0.0,0.021420750635893614,0.021363520864901186,-5.722977099242976e-05
RW,17,4002,0.28319122029380367,0.0013771448016555645,0.012539512428189042,0.0,0.0214206983223828,0.021363520864901186,-5.717745748161781e-05
RW,18,4002,0.30990064481375995,0.0014826373927996773,0.013070988373707758,0.0,0.02141978192504687,0.021363520864901186,-5.626106014568317e-05
RW,19,4002,0.33707875540044047,0.0015845038639491415,0.01359362192674159,0.0,0.021418202295659876,0.021363520864901186,-5.4681430758689074e-05
RW,20,4002,0.3644375031185887,0.0016821688513634016,0.014087907990953765,0.0,0.021416303175825987,0.021363520864901186,-5.2782310924801094e-05
RW,21,4002,0.3915001591897013,0.0017737245078162905,0.014524828529958811,0.0,0.021414174476880977,0.021363520864901186,-5.065361197978945e-05
RW,22,4002,0.418127364742532,0.001858532449288298,0.014922087500702052,0.0,0.02141204946525192,0.021363520864901186,-4.8528600350734505e-05
TSMixerX,1,4002,0.18949021056590232,0.000979307812475884,0.008873799149125058,-70.7408036656411,0.021367795637523168,0.01533466735609875,-0.006033128281424421
TSMixerX,2,4002,0.1602304220484397,0.0010473987406740767,0.00871522243836325,-23.17535651893561,0.02137206144474627,0.015869030429525192,-0.005503031015221071
TSMixerX,3,4002,0.17251915911181398,0.0010652468549141756,0.008737010342092467,-11.159922970307708,0.021376386769383093,0.015261270804642402,-0.00611511596474069
TSMixerX,4,4002,0.17646525851120604,0.0010085581781042999,0.00888810181440423,-6.053150622946757,0.02138102588577273,0.015466724255055676,-0.005914301630717053
TSMixerX,5,4002,0.21989179043319615,0.0011119613773980918,0.00945662942271011,-4.342915027055693,0.021385375378922766,0.01558456567530368,-0.005800809703619087
TSMixerX,6,4002,0.1831407220339025,0.0010248124172097858,0.009013593985530026,-2.650301447526575,0.021389760099417697,0.016220014474261996,-0.0051697456251557005
TSMixerX,7,4002,0.216394643111132,0.0010617774899967167,0.00947534850022518,-1.9419522105532603,0.021394006228729424,0.015707562006020394,-0.005686444222709031
TSMixerX,8,4002,0.2547802912859254,0.00105321153400359,0.009567516504696394,-1.3529112570588087,0.021397853994668672,0.015379020742747359,-0.006018833251921317
TSMixerX,9,4002,0.2715125243953036,0.001128583333166601,0.009696566390890985,-1.091864172600772,0.02140159636943254,0.015271062212972024,-0.0061305341564605095
TSMixerX,10,4002,0.2767495648437149,0.0011690071872830347,0.010116096708519717,-0.8377738743082639,0.02140530456806093,0.01619707218633869,-0.005208232381722246
TSMixerX,11,4002,0.33199382971669583,0.0011762836487278572,0.010283142330842036,-0.5961926061664393,0.021409069319902004,0.014937295155688087,-0.0064717741642139155
TSMixerX,12,4002,0.3180850009139424,0.0011719719758433356,0.010359326162808987,-0.393843856497047,0.0214125109150016,0.015162344017856105,-0.006250166897145501
TSMixerX,13,4002,0.3373018559086396,0.0012289698575151033,0.010589805785799778,-0.2982374451378198,0.0214150405467521,0.01546932264749149,-0.00594571789926061
TSMixerX,14,4002,0.3768715685770067,0.0012130098416871767,0.010860425119514582,-0.15062275618312304,0.021417275035361102,0.015251752696143225,-0.006165522339217879
TSMixerX,15,4002,0.4634752680839628,0.0012889107543934436,0.011168151030890488,-0.10884058216076475,0.021419195189878032,0.015268196110112382,-0.00615099907976565
TSMixerX,16,4002,0.5264986011696736,0.0013099057482276156,0.011921835832798109,-0.031171306315550762,0.021420750635893614,0.014651501575174834,-0.0067692490607187805
TSMixerX,17,4002,0.5591967264140915,0.0013517504801544144,0.011995395950312014,0.018439833974337128,0.0214206983223828,0.014917097995155292,-0.006503600327227512
TSMixerX,18,4002,0.643259640217352,0.0013681302091654967,0.012127845863872638,0.07723208937686077,0.02141978192504687,0.014278490501644274,-0.0071412914234025935
TSMixerX,19,4002,0.6764180117466029,0.0014040031379224187,0.012749982673395775,0.11391624225948649,0.021418202295659876,0.014823796086050495,-0.006594406209609379
TSMixerX,20,4002,0.7570746723289048,0.001432693615471326,0.013434235527090964,0.14830570408545807,0.021416303175825987,0.014489729190006882,-0.006926573985819103
TSMixerX,21,4002,0.7358921363116335,0.0014285839031271026,0.01329206802990443,0.19458523754295165,0.021414174476880977,0.014175909410445105,-0.007238265066435869
TSMixerX,22,4002,0.8513420851075122,0.001469373410128864,0.013980465190667658,0.209390500181182,0.02141204946525192,0.015334652167615263,-0.006077397297636657
VIX,1,4002,0.32069032423244515,0.0009118075244590701,0.020362994331242584,-65.79595910472044,0.021367795637523168,0.038705888303348326,0.01733809266582516
VIX,2,4002,0.3177451125448123,0.0008443037495413676,0.020141780619642453,-18.487653901799142,0.02137206144474627,0.038705888303348326,0.01733382685860206
VIX,3,4002,0.31571588995093036,0.0007954766048649664,0.01996506864802899,-8.080462613165114,0.021376386769383093,0.038705888303348326,0.017329501533965234
VIX,4,4002,0.31441501523981935,0.0007560542048424674,0.019856296602843188,-4.287314407473574,0.02138102588577273,0.038705888303348326,0.0173248624175756
VIX,5,4002,0.3141250146981938,0.0007292239608993056,0.01980211292300582,-2.5038821832955684,0.021385375378922766,0.038705888303348326,0.01732051292442556
VIX,6,4002,0.3143876896574987,0.0007103995040848451,0.019813094711123868,-1.5303873123858058,0.021389760099417697,0.038705888303348326,0.017316128203930633
VIX,7,4002,0.3151376652269687,0.0007038690494188868,0.019862290553322157,-0.9502665345488905,0.021394006228729424,0.038705888303348326,0.0173118820746189
VIX,8,4002,0.3166920301882284,0.0007084040187264964,0.01995224975996405,-0.5825992560784006,0.021397853994668672,0.038705888303348326,0.01730803430867965
VIX,9,4002,0.3189303510148936,0.0007259024425387688,0.020076492783584515,-0.34548266638816516,0.02140159636943254,0.038705888303348326,0.01730429193391579
VIX,10,4002,0.3218083964103652,0.0007575866173396854,0.02026568626014504,-0.19098745330070854,0.02140530456806093,0.038705888303348326,0.01730058373528739
VIX,11,4002,0.32504504394325917,0.0007935907501254449,0.02050231235361825,-0.07688625021887074,0.021409069319902004,0.038705888303348326,0.017296818983446326
VIX,12,4002,0.328871745809923,0.00084182142702358,0.02077090308696303,-0.0011908548240280314,0.0214125109150016,0.038705888303348326,0.01729337738834672
VIX,13,4002,0.33329821855940833,0.0009008383076213865,0.021080798299070762,0.0483883589030224,0.0214150405467521,0.038705888303348326,0.017290847756596228
VIX,14,4002,0.3382456087942288,0.0009601958297662099,0.021436213794473906,0.08918861648769683,0.021417275035361102,0.038705888303348326,0.017288613267987227
VIX,15,4002,0.3441625683469538,0.0010298283844694803,0.021782405503487468,0.11404610329425069,0.021419195189878032,0.038705888303348326,0.01728669311347029
VIX,16,4002,0.35108281349738507,0.0011070284704856818,0.022169754066310943,0.1285357777963826,0.021420750635893614,0.038705888303348326,0.017285137667454716
VIX,17,4002,0.3587199886735085,0.0011880055106410843,0.022562826457539514,0.137341614902879,0.0214206983223828,0.038705888303348326,0.01728518998096552
VIX,18,4002,0.36726040956580913,0.0012796586084302668,0.0229862541164215,0.13690386156127077,0.02141978192504687,0.038705888303348326,0.01728610637830146
VIX,19,4002,0.3766499836968747,0.0013856121965162853,0.02343471153723268,0.12552299300624503,0.021418202295659876,0.038705888303348326,0.01728768600768845
VIX,20,4002,0.3867463187791077,0.001500060866457645,0.023872293439528607,0.10825785102259955,0.021416303175825987,0.038705888303348326,0.01728958512752234
VIX,21,4002,0.3974957857361183,0.0016214545862629193,0.024339731717466305,0.0858475602509644,0.021414174476880977,0.038705888303348326,0.01729171382646735
VIX,22,4002,0.4090611250452817,0.001751707161958428,0.024790109597895797,0.05747830088776629,0.02141204946525192,0.038705888303348326,0.017293838838096407
VIX_calibrated,1,4002,3854290.841679903,0.0006662944642434925,0.009814245922895173,-47.810496285071785,0.021367795637523168,0.017558872842161555,-0.0038089227953616153
VIX_calibrated,2,4002,4102309.561433527,0.0006282748337680731,0.009590962633475461,-13.501419095122364,0.02137206144474627,0.01757949590963321,-0.003792565535113053
VIX_calibrated,3,4002,4104632.577843022,0.0005996934017398327,0.009459042955493192,-5.845573434286907,0.021376386769383093,0.0176102814892898,-0.003766105280093291
VIX_calibrated,4,4002,4156916.8091697427,0.0005778973491691157,0.009381312818209966,-3.041409942213477,0.02138102588577273,0.017625998520395373,-0.003755027365377357
VIX_calibrated,5,4002,4011933.613387619,0.0005655706790078592,0.009339119393828477,-1.7175369047475053,0.021385375378922766,0.017632514701069336,-0.0037528606778534277
VIX_calibrated,6,4002,3709043.2700366704,0.0005566461652002778,0.009285049143624859,-0.9827299791340669,0.021389760099417697,0.01765903166138347,-0.0037307284380342235
VIX_calibrated,7,4002,3424748.094016779,0.0005539925058614529,0.009229060066378475,-0.5349915520002981,0.021394006228729424,0.01771000345861189,-0.00368400277011754
VIX_calibrated,8,4002,3060171.107876817,0.0005595862783848815,0.009203743032452307,-0.25013523988139696,0.021397853994668672,0.017753279742222704,-0.0036445742524459715
VIX_calibrated,9,4002,2914443.2378696557,0.0005738397119074184,0.009215908154223119,-0.06362968411609127,0.02140159636943254,0.017782933562695107,-0.0036186628067374268
VIX_calibrated,10,4002,2708086.5248120227,0.0005963128172621293,0.00923118646319616,0.06254800791556836,0.02140530456806093,0.017822171597998336,-0.0035831329700626
VIX_calibrated,11,4002,2205629.903612753,0.0006219099711509782,0.009282749179620004,0.15608101946672426,0.021409069319902004,0.017882980778249475,-0.00352608854165253
VIX_calibrated,12,4002,1596346.4638291835,0.0006558272957123583,0.00937097886726993,0.22001475641603663,0.0214125109150016,0.017944034559810383,-0.0034684763551912205
VIX_calibrated,13,4002,1270700.511835317,0.0006929589196413078,0.009461053400063984,0.26798431066521144,0.0214150405467521,0.018004529696257102,-0.0034105108504949994
VIX_calibrated,14,4002,1013043.4899893068,0.0007282270708090463,0.009542487168241128,0.30922684174102766,0.021417275035361102,0.018076148874511287,-0.003341126160849815
VIX_calibrated,15,4002,588625.6336001976,0.0007682011805764959,0.009634611264315399,0.33912209097216506,0.021419195189878032,0.01816537305588651,-0.003253822133991522
VIX_calibrated,16,4002,129924.56516719951,0.0008101730386197249,0.009751336330897798,0.3622234334756328,0.021420750635893614,0.018265622584008875,-0.003155128051884743
VIX_calibrated,17,4002,0.29452491983843665,0.0008523803521421596,0.009915922509622971,0.3810524854630739,0.0214206983223828,0.018385677372965082,-0.0030350209494177183
VIX_calibrated,18,4002,0.26326929310223907,0.0008984987439200392,0.01010973150999739,0.39398618415835573,0.02141978192504687,0.018508276186150946,-0.0029115057388959275
VIX_calibrated,19,4002,0.26581746781873156,0.0009515985934165052,0.01041363466827525,0.3994343497245968,0.021418202295659876,0.018600595758900943,-0.002817606536758931
VIX_calibrated,20,4002,0.2768562453647276,0.0010060989457501167,0.010778877066737644,0.4019037120235158,0.021416303175825987,0.01869231648029236,-0.002723986695533625
VIX_calibrated,21,4002,0.29199659552685514,0.001064867399120374,0.01123522069649319,0.3996432961106352,0.021414174476880977,0.018772848753604625,-0.0026413257232763476
VIX_calibrated,22,4002,0.31108952407531104,0.0011233743253738408,0.011753189058055568,0.39555840103624607,0.02141204946525192,0.018875166248308085,-0.0025368832169438385
XGBoost,1,4002,0.03546548326260844,0.000786759498704938,0.005061390069814002,-56.6353604143836,0.021367795637523168,0.017938761550678067,-0.0034290340868451024
XGBoost,2,4002,0.048648363974870844,0.0008316587473557837,0.005708585116637681,-18.19579042693715,0.02137206144474627,0.018268167824151162,-0.0031038936205951047
XGBoost,3,4002,0.07764100346293684,0.0008928945128284764,0.0069241753297414445,-9.192499932308616,0.021376386769383093,0.018384674677510336,-0.0029917120918727526
XGBoost,4,4002,0.09160358811472817,0.000901983733998919,0.007733440433897695,-5.307843487323753,0.02138102588577273,0.019093854368074627,-0.0022871715176981024
XGBoost,5,4002,0.12377162143198904,0.0009523865550184234,0.008812498195284141,-3.5761665286257545,0.021385375378922766,0.019680378646163947,-0.0017049967327588179
XGBoost,6,4002,0.14504157421527028,0.0009797631930028056,0.009499036494952413,-2.4898396443993147,0.021389760099417697,0.019984790478190264,-0.0014049696212274343
XGBoost,7,4002,0.1749116203045353,0.001032652982394713,0.010771680825663058,-1.8612545970436205,0.021394006228729424,0.020767857587064568,-0.0006261486416648596
XGBoost,8,4002,0.19209265622916885,0.0010720113007620107,0.011252234990716828,-1.3949105909132529,0.021397853994668672,0.021028383484592884,-0.0003694705100757874
XGBoost,9,4002,0.23505443968580053,0.0011184350965049012,0.012373671843432868,-1.073054101546365,0.02140159636943254,0.021703035904975167,0.000301439535542634
XGBoost,10,4002,0.27442017601866536,0.0011749377054514883,0.013425754196175551,-0.8470971286643174,0.02140530456806093,0.02214737925060635,0.0007420746825454171
XGBoost,11,4002,0.3222319236604703,0.0012425249529880152,0.01456345588479994,-0.6860806873254659,0.021409069319902004,0.02245890401981665,0.0010498346999146463
XGBoost,12,4002,0.3758092897921078,0.0013278176449771422,0.01630733628512777,-0.579193449287025,0.0214125109150016,0.023858797653154216,0.0024462867381526104
XGBoost,13,4002,0.3760681514117216,0.0013153428147142016,0.016133709621592367,-0.38947858225560106,0.0214150405467521,0.02365673813973086,0.0022416975929787585
XGBoost,14,4002,0.40820487295969704,0.0013735088657360233,0.01669702962784829,-0.30286705220542265,0.021417275035361102,0.02379439375043308,0.0023771187150719805
XGBoost,15,4002,0.4725758123312406,0.001504272575056413,0.017724150574018264,-0.2941147958990993,0.021419195189878032,0.024506099661509656,0.003086904471631626
XGBoost,16,4002,0.4956717118585586,0.00158893280096092,0.01886518118243646,-0.2508242781829457,0.021420750635893614,0.02592190119904698,0.0045011505631533675
XGBoost,17,4002,0.5421421107640133,0.0015765182652483613,0.018921918106129552,-0.14477305752678715,0.0214206983223828,0.025184265816926784,0.0037635674945439815
XGBoost,18,4002,0.562446452187218,0.0016766521625346201,0.02031713291898074,-0.13085786900907914,0.02141978192504687,0.026542065433924202,0.005122283508877334
XGBoost,19,4002,0.613447253956616,0.00158786080788463,0.019227870819677403,-0.002118608866703342,0.021418202295659876,0.02491752679707824,0.0034993245014183663
XGBoost,20,4002,0.6291376305610527,0.00160254760080835,0.01928385353381244,0.04733249607524137,0.021416303175825987,0.02464873913652508,0.003232435960699094
XGBoost,21,4002,0.7747555675516463,0.0016776167764028876,0.020521854686735928,0.05418413682050627,0.021414174476880977,0.024483819105971916,0.0030696446290909415
XGBoost,22,4002,0.9057201948802674,0.001754229986516874,0.021387406045824703,0.05612087257952658,0.02141204946525192,0.025242277427689582,0.0038302279624376615
